Id_exclusiva;Id;EDT;Nível_da_estrutura_de_tópicos;Nome;Dashboard;Porcentagem_Prev_LB;Porcentagem_Prev_Real
14069;319;1.3.3.1.1.2.2.19;8;Montagem do painel elétrico;;100;100
14070;320;1.3.3.1.1.2.2.20;8;Montagem da infraestrutura dos painéis;;100;100
14071;321;1.3.3.1.1.2.2.21;8;Interlição dos tubes da válvula;;100;100
14072;322;1.3.3.1.1.2.2.22;8;Montagem dos guarda corpos ;;100;100
14073;323;1.3.3.1.1.2.2.23;8;Montagem do wind fance ;;100;100
14074;324;1.3.3.1.1.2.3;7;VÁLVULA 3;;100,01;100,01
14075;325;1.3.3.1.1.2.3.1;8;Deslocamento da válvula nova para o caminho de rolamento;;100;100
14076;326;1.3.3.1.1.2.3.2;8;Montagem do flange superior;;100;100
14077;327;1.3.3.1.1.2.3.3;8;Montagem dos parafusos;;100;100
14078;328;1.3.3.1.1.2.3.4;8;Torque dos parafusos conforme o fabricante;;100;100
14079;329;1.3.3.1.1.2.3.5;8;Montagem das guilhotinas;;100;100
14080;330;1.3.3.1.1.2.3.6;8;Montagem dos parafusos;;100;100
14081;331;1.3.3.1.1.2.3.7;8;Torque dos parafusos conforme o fabricante;;100;100
14082;332;1.3.3.1.1.2.3.8;8;Montagem das dupla flaps;;100;100
14083;333;1.3.3.1.1.2.3.9;8;Montagem dos parafusos;;100;100
14084;334;1.3.3.1.1.2.3.10;8;Torque dos parafusos conforme o fabricante;;100;100
14085;335;1.3.3.1.1.2.3.11;8;Montagem do flange inferior;;100;100
14086;336;1.3.3.1.1.2.3.12;8;Montagem dos parafusos;;100;100
14087;337;1.3.3.1.1.2.3.13;8;Torque dos parafusos conforme o fabricante;;100;100
14088;338;1.3.3.1.1.2.3.14;8;Ajuste dos flanges;;100;100
14089;339;1.3.3.1.1.2.3.15;8;Montagem da infraestrutura das válvulas;;100;100
14090;340;1.3.3.1.1.2.3.16;8;Desmontagem do caminho de rolamento;;100;100
14091;341;1.3.3.1.1.2.3.17;8;Desmontagem de andaimes;;100;100
14092;342;1.3.3.1.1.2.3.18;8;Montagem do painel pneumático;;100;100
14093;343;1.3.3.1.1.2.3.19;8;Montagem do painel elétrico;;100;100
14094;344;1.3.3.1.1.2.3.20;8;Montagem da infraestrutura dos painéis;;100;100
14095;345;1.3.3.1.1.2.3.21;8;Interlição dos tubes da válvula;;100;100
14096;346;1.3.3.1.1.2.3.22;8;Montagem dos guarda corpos ;;100;100
14097;347;1.3.3.1.1.2.3.23;8;Montagem do wind fance ;;100;100
14098;348;1.3.3.1.1.2.4;7;VÁLVULA 4;;99,99;99,99
14099;349;1.3.3.1.1.2.4.1;8;Deslocamento da válvula nova para o caminho de rolamento;;100;100
14100;350;1.3.3.1.1.2.4.2;8;Montagem do flange superior;;100;100
14101;351;1.3.3.1.1.2.4.3;8;Montagem dos parafusos;;100;100
14102;352;1.3.3.1.1.2.4.4;8;Torque dos parafusos conforme o fabricante;;100;100
14103;353;1.3.3.1.1.2.4.5;8;Montagem das guilhotinas;;100;100
14104;354;1.3.3.1.1.2.4.6;8;Montagem dos parafusos;;100;100
14105;355;1.3.3.1.1.2.4.7;8;Torque dos parafusos conforme o fabricante;;100;100
14106;356;1.3.3.1.1.2.4.8;8;Montagem das dupla flaps;;100;100
14107;357;1.3.3.1.1.2.4.9;8;Montagem dos parafusos;;100;100
14108;358;1.3.3.1.1.2.4.10;8;Torque dos parafusos conforme o fabricante;;100;100
14109;359;1.3.3.1.1.2.4.11;8;Montagem do flange inferior;;100;100
14110;360;1.3.3.1.1.2.4.12;8;Montagem dos parafusos;;100;100
14111;361;1.3.3.1.1.2.4.13;8;Torque dos parafusos conforme o fabricante;;100;100
14112;362;1.3.3.1.1.2.4.14;8;Ajuste dos flanges;;100;100
14113;363;1.3.3.1.1.2.4.15;8;Montagem da infraestrutura das válvulas;;100;100
14114;364;1.3.3.1.1.2.4.16;8;Desmontagem do caminho de rolamento;;100;100
14115;365;1.3.3.1.1.2.4.17;8;Desmontagem de andaimes;;100;100
14116;366;1.3.3.1.1.2.4.18;8;Montagem do painel pneumático;;100;100
14117;367;1.3.3.1.1.2.4.19;8;Montagem do painel elétrico;;100;100
14118;368;1.3.3.1.1.2.4.20;8;Montagem da infraestrutura dos painéis;;100;100
14119;369;1.3.3.1.1.2.4.21;8;Interlição dos tubes da válvula;;100;100
14120;370;1.3.3.1.1.2.4.22;8;Montagem dos guarda corpos ;;100;100
14121;371;1.3.3.1.1.2.4.23;8;Montagem do wind fance ;;100;100
14122;372;1.3.3.1.1.3;6;Interligação do Vaso de Pressão;;100;100
14123;373;1.3.3.1.1.3.1;7;Ajustes dos tubes;;100;100
14124;374;1.3.3.1.1.3.2;7;Montagem das válvulas;;100;100
14125;375;1.3.3.1.1.4;6;Comissionamento;;100;100
14126;376;1.3.3.1.1.4.1;7;Comissionamento;;100;100
14127;377;1.3.3.1.1.4.2;7;Desbloqueio;;100;100
14176;378;1.3.3.1.2;5;BT1 - Chapa Defletora 1SM20;;100;100
14177;379;1.3.3.1.2.1;6;Bloqueio 1SM20FM;;100;100
14178;380;1.3.3.1.2.2;6;Mobilização;;100;100
14179;381;1.3.3.1.2.3;6;Montagem de andaime;;100;100
14180;382;1.3.3.1.2.4;6;Desmontagem das mangas/gaiolas;;100;100
14181;383;1.3.3.1.2.5;6;Retirada da chapa defletora existente;;100;100
14182;384;1.3.3.1.2.6;6;Montagem da chapa defletora nova;;100;100
14183;385;1.3.3.1.2.7;6;Montagem das mangas/gaiola;;100;100
14184;386;1.3.3.1.2.8;6;Desmontagem de andaime;;100;100
14185;387;1.3.3.1.2.9;6;Desbloqueio 1SM20FM;;100;100
14156;388;1.3.3.2;4;Manutenção PQ - Secagem;S;100;100
7772;389;1.3.3.3;4;Secagem Disponível para Manutenção;N;91;91
7770;390;1.3.4;3;Manutenção da Secagem Concluída;;0;0
7758;391;1.3.5;3;Torre de Resfriamento;;100;100
14157;392;1.3.5.1;4;IE - Recuperação Civil - TR301TR - Torre de Resfriamento;S;100;100
13956;393;1.3.5.1.1;5;LIMPEZA;;100;100
13957;394;1.3.5.1.2;5;MOBILIZAÇÃO;;100;100
13958;395;1.3.5.1.3;5;BLOQUEIO;;100;100
13959;396;1.3.5.1.4;5;MONTAGEM DE ANDAIME;;100;100
13960;397;1.3.5.1.5;5;RECUPEÇÃO CIVIL;;100;100
13961;398;1.3.5.1.6;5;DESMONTAGEM DE ANDAIME;;100;100
13962;399;1.3.5.1.7;5;RETIRADA DE BLOQUEIO;;100;100
14158;400;1.3.5.2;4;Manutenção PQ - Torre de Resfriamento;S;100;100
13117;401;1.3.5.3;4;TR301TR Disponível para Manutenção;N;100;100
686;402;1.3.6;3;Manutenção das Torres de Resfriamento Concluída;;100;100
685;403;1.3.7;3;Mistura;;100;100
14238;404;1.3.7.1;4;Projeto Briquetagem - Mistura;S;100;100
14221;405;1.3.7.1.1;5;Enclausuramento do Transportador BV40 - 26m TR;;100;100
14222;406;1.3.7.1.1.1;6;BLOQUEIO;;100;100
14223;407;1.3.7.1.1.2;6;MONTAGEM DE ANDAIME LADO DIREITO SENTIDO FLUXO;;100;100
14224;408;1.3.7.1.1.3;6;RETIRAR PROTEÇÃO DE RAC7;;100;100
14225;409;1.3.7.1.1.4;6;RETIRADA DE INTERFERÊNCIA (TUBULAÇÕES E ESTRUTURAS OBSOLETAS);;100;100
14226;410;1.3.7.1.1.5;6;ADEQUAÇÃO DO SUPORTE METÁLICO DE RAC7 (PROLONGAMENTO);;100;100
14227;411;1.3.7.1.1.6;6;MONTAGEM DOS SUPORTES DAS GUIAS;;100;100
14228;412;1.3.7.1.1.7;6;MONTAGEM DAS GUIAS LATERAIS;;100;100
14229;413;1.3.7.1.1.8;6;MONTAGEM DAS CHAPAS DE POLIETILENO;;100;100
14230;414;1.3.7.1.1.9;6;MONTAGEM DAS BORRACHAS LATERAIS DE VEDAÇÃO;;100;100
14231;415;1.3.7.1.1.10;6;MONTAGEM DAS TAMPAS;;100;100
14232;416;1.3.7.1.1.11;6;CONFERÊNCIA DOS PARAFUSOS;;100;100
14233;417;1.3.7.1.1.12;6;AJUSTE DAS CHAVES DE EMERGÊNCIA;;100;100
14234;418;1.3.7.1.1.13;6;AJUSTE DAS CORDOALHAS;;100;100
14235;419;1.3.7.1.1.14;6;MONTAGEM DE RAC7;;100;100
14236;420;1.3.7.1.1.15;6;DESMONTAGEM DOS ANDAIMES;;100;100
14237;421;1.3.7.1.1.16;6;DESBLOQUEIO;;100;100
14241;422;1.3.7.1.2;5;Enclausuramento do transportador AZ04 / AV40;;100,01;100,01
14242;423;1.3.7.1.2.1;6;AV40;;100,01;100,01
14243;424;1.3.7.1.2.1.1;7;Bloqueio;;100;100
14244;425;1.3.7.1.2.1.2;7;MONTAGEM DE ANDAIME LADO DIREITO SENTIDO FLUXO;;100;100
14245;426;1.3.7.1.2.1.3;7;RETIRAR PROTEÇÃO DE RAC7;;100;100
14246;427;1.3.7.1.2.1.4;7;RETIRADA DE INTERFERÊNCIA (TUBULAÇÕES E ESTRUTURAS OBSOLETAS);;100;100
14247;428;1.3.7.1.2.1.5;7;ADEQUAÇÃO DO SUPORTE METÁLICO DE RAC7 (PROLONGAMENTO);;100;100
14248;429;1.3.7.1.2.1.6;7;MONTAGEM DOS SUPORTES DAS GUIAS;;100;100
14249;430;1.3.7.1.2.1.7;7;MONTAGEM DAS GUIAS LATERAIS;;100;100
14250;431;1.3.7.1.2.1.8;7;MONTAGEM DAS CHAPAS DE POLIETILENO;;100;100
14251;432;1.3.7.1.2.1.9;7;MONTAGEM DAS BORRACHAS LATERAIS DE VEDAÇÃO;;100;100
14252;433;1.3.7.1.2.1.10;7;MONTAGEM DAS TAMPAS;;100;100
14253;434;1.3.7.1.2.1.11;7;CONFERÊNCIA DOS PARAFUSOS;;100;100
14254;435;1.3.7.1.2.1.12;7;AJUSTE DAS CHAVES DE EMERGÊNCIA;;100;100
14255;436;1.3.7.1.2.1.13;7;AJUSTE DAS CORDOALHAS;;100;100
14256;437;1.3.7.1.2.1.14;7;MONTAGEM DE RAC7;;100;100
14257;438;1.3.7.1.2.1.15;7;DESMONTAGEM DOS ANDAIMES;;100;100
14258;439;1.3.7.1.2.2;6;AZ04;;100;100
14259;440;1.3.7.1.2.2.1;7;RETIRAR PROTEÇÃO DE RAC7;;100;100
14260;441;1.3.7.1.2.2.2;7;RETIRADA DE INTERFERÊNCIA (TUBULAÇÕES E ESTRUTURAS OBSOLETAS);;100;100
14261;442;1.3.7.1.2.2.3;7;ADEQUAÇÃO DO SUPORTE METÁLICO DE RAC7 (PROLONGAMENTO);;100;100
14262;443;1.3.7.1.2.2.4;7;MONTAGEM DOS SUPORTES DAS GUIAS;;100;100
14263;444;1.3.7.1.2.2.5;7;MONTAGEM DAS GUIAS LATERAIS;;100;100
14264;445;1.3.7.1.2.2.6;7;MONTAGEM DAS CHAPAS DE POLIETILENO;;100;100
14265;446;1.3.7.1.2.2.7;7;MONTAGEM DAS BORRACHAS LATERAIS DE VEDAÇÃO;;100;100
14266;447;1.3.7.1.2.2.8;7;MONTAGEM DAS TAMPAS;;100;100
14267;448;1.3.7.1.2.2.9;7;CONFERÊNCIA DOS PARAFUSOS;;100;100
14268;449;1.3.7.1.2.2.10;7;AJUSTE DAS CHAVES DE EMERGÊNCIA;;100;100
14269;450;1.3.7.1.2.2.11;7;AJUSTE DAS CORDOALHAS;;100;100
14270;451;1.3.7.1.2.2.12;7;MONTAGEM DE RAC7;;100;100
14271;452;1.3.7.1.2.2.13;7;Desbloqueio;;100;100
14279;453;1.3.7.1.3;5;Relocação das Balanças 1PI33 para BZ202;;100;100
14280;454;1.3.7.1.3.1;6;Serviço;;100;100
14281;455;1.3.7.1.3.1.1;7;Bloqueio;;100;100
14282;456;1.3.7.1.3.1.2;7;Desmontagem Balança 1PI33;;100;100
14283;457;1.3.7.1.3.1.3;7;Reposicionamento da Balança - BZ202;;100;100
14284;458;1.3.7.1.3.1.4;7;Ajuste de suportação;;100;100
14285;459;1.3.7.1.3.1.5;7;Infra elétrica;;100;100
14286;460;1.3.7.1.3.1.6;7;Montagem do desvio da tubulação;;100;100
14287;461;1.3.7.1.3.1.7;7;Fixação da balança;;100;100
14288;462;1.3.7.1.3.1.8;7;Calibração da Balança - Schenck (6h);;100;100
14289;463;1.3.7.1.3.2;6;Automação e testes;;100;100
14290;464;1.3.7.1.3.2.1;7;Alteração de lógica - Linha 1 / 2;;100;100
14291;465;1.3.7.1.3.2.2;7;Testes sem carga - BZ202 (2h);;100;100
14292;466;1.3.7.1.3.2.3;7;Testes de interlok (4h);;100;100
14293;467;1.3.7.1.3.2.4;7;Testes com carga (4h);;100;100
14294;468;1.3.7.1.3.2.5;7;Desbloqueio;;100;100
14159;469;1.3.7.2;4;IE - Mistura;S;100;100
13931;470;1.3.7.2.1;5;IE - Recuperar Estrutura Metálica AV2TC;;100;100
13932;471;1.3.7.2.1.1;6;BLOQUEIO;;100;100
13933;472;1.3.7.2.1.2;6;MONTAGEM DE ANDAIME;;100;100
13934;473;1.3.7.2.1.3;6;POSICIONAMENTO DE LUMINARIAS;;100;100
13935;474;1.3.7.2.1.4;6;DESMONTAGEM DE RAC07;;100;100
13936;475;1.3.7.2.1.5;6;RECUPERAÇÃO METÁLICA;;100;100
13937;476;1.3.7.2.1.6;6;MONTAGEM DE RAC 07;;100;100
13938;477;1.3.7.2.1.7;6;DESMONTAGEM DE ANDAIME;;100;100
13939;478;1.3.7.2.1.8;6;RETIRADA DE BLOQUEIO;;100;100
14160;479;1.3.7.3;4;Manutenção PQ - Mistura;S;100;100
684;480;1.3.7.4;4;Mistura Disponível para Manutentação;N;100;100
683;481;1.3.8;3;Manutenção da Mistura Concluída;;100;100
693;482;1.3.9;3;Briquetagem;;100;99,77
14161;483;1.3.9.1;4;Projeto Briquetagem - Briquetagem;S;100;99,44
14128;484;1.3.9.1.1;5;Briquetadeira AG71RB;;100;100
14129;485;1.3.9.1.1.1;6;MANUTENÇÃO NA UNIDADE HIDRÁULICA;;100;100
14130;486;1.3.9.1.1.2;6;ELÉTRICA/INSTRUMENTAÇÃO;;100;100
14131;487;1.3.9.1.1.3;6;SERVIÇOS FINAIS;;100;100
14132;488;1.3.9.1.1.4;6;TESTAR;;100;100
14133;489;1.3.9.1.2;5;Transportador AG70/AG71;;100;100
14134;490;1.3.9.1.2.1;6;MECÂNICA;;100;100
14135;491;1.3.9.1.2.2;6;ELÉTRICA;;100;100
14137;492;1.3.9.1.3;5;Transportador AG77/AG76;;100;98,99
14138;493;1.3.9.1.3.1;6;MECÂNICA;;100;100
14139;494;1.3.9.1.3.2;6;ELÉTRICA;;100;98
14140;495;1.3.9.1.4;5; Briquetadeira AG77RB;;100;98,88
14141;496;1.3.9.1.4.1;6;DESMONTAGEM - PREPARAÇÃO E MOBILIZAÇÃO;;100;100
14142;497;1.3.9.1.4.2;6;DESMONTAGEM - RETIRAR OS ROLOS;;100;100
14143;498;1.3.9.1.4.3;6;DESMONTAGEM - TROCA DE REVESTIMENTO CHUTE DE DESCARGA AG77RB;;100;100
14145;499;1.3.9.1.4.4;6;MONTAGEM - INSTALAR OS ROLOS;;100;100
14146;500;1.3.9.1.4.5;6;MONTAGEM - UNIDADE HIDRAULICA;;100;100
14150;501;1.3.9.1.4.6;6;MONTAGEM - ELÉTRICA/INSTRUMENTAÇÃO;;100;100
14151;502;1.3.9.1.4.7;6;MONTAGEM - AJUSTAR SINCRONISMO ROLO;;100;100
14152;503;1.3.9.1.4.8;6;MONTAGEM - AJUSTAR O GAP;;100;100
14147;504;1.3.9.1.4.9;6;MONTAGEM - SERVIÇOS FINAIS;;100;100
14148;505;1.3.9.1.4.10;6;MONTAGEM - TESTAR;;100;64
14203;506;1.3.9.1.5;5;4º Briquetadora - Parada Fria;;100;100
14204;507;1.3.9.1.5.1;6;Silo AG104SI - Rotina;;100;100
14205;508;1.3.9.1.5.1.1;7;Manutenção no SILO AG104SI - ROTINA;;100;100
14206;509;1.3.9.1.5.2;6;Transportador - AG81TC - Rotina;;100;100
14207;510;1.3.9.1.5.2.1;7;Desmontagem dos componentes - Transportador BG78;;100;100
14208;511;1.3.9.1.5.2.2;7;Recebimento de estruturas e componentes - AG81TC;;100;100
14209;512;1.3.9.1.5.2.3;7;PONTE - Mobilização do transportador para o local de instalação;;100;100
14210;513;1.3.9.1.5.2.4;7;Obras Civis do Transportador (abertura da AG81 para AG35);;100;100
14211;514;1.3.9.1.5.2.5;7;Montagem do Transportador;;100;100
14212;515;1.3.9.1.5.2.6;7;Montagem elétrica / instrumentação;;100;100
14213;516;1.3.9.1.5.3;6;Transportador - AG35TC - Parada;;100;100
14214;517;1.3.9.1.5.3.1;7;Recebimento - Rolos, Cavaletes, Guias;;100;100
14215;518;1.3.9.1.5.3.2;7;PONTE - Mobilização dos equipamentos para o local de instalação;;100;100
14216;519;1.3.9.1.5.3.3;7;Adequação em campo Transp AG35TC;;100;100
14217;520;1.3.9.1.5.3.4;7;Montagem elétrica / instrumentação;;100;100
14162;521;1.3.9.2;4;IE - Briquetagem;S;100;100
13881;522;1.3.9.2.1;5;IE - Recuperar Pés de Decks AG35TC;;100;100
13882;523;1.3.9.2.1.1;6;BLOQUEIO;;100;100
13883;524;1.3.9.2.1.2;6;LIMPEZA;;100;100
13884;525;1.3.9.2.1.3;6;POSICIONAMENTO DE LUMINARIAS;;100;100
13885;526;1.3.9.2.1.4;6;DESMONTAGEM DE RAC07;;100;100
13886;527;1.3.9.2.1.5;6;RECUPERAÇÃO METÁLICA;;100;100
13887;528;1.3.9.2.1.6;6;MONTAGEM DE RAC 07;;100;100
13888;529;1.3.9.2.1.7;6;RETIRADA DE BLOQUEIO;;100;100
13892;530;1.3.9.2.2;5;IE - Tratamento Anticorrosivo PELO1;;100;100
13893;531;1.3.9.2.2.1;6;BLOQUEIO;;100;100
13894;532;1.3.9.2.2.2;6;MOBILIZAÇÃO;;100;100
13895;533;1.3.9.2.2.3;6;ISOLAMENTO DE BANDEJAMENTOS ELÉTRICOS, SENSORES E ACESSÓRIOS ELETRONICOS;;100;100
13896;534;1.3.9.2.2.4;6;MONTAGEM DE ANDAIME;;100;100
13897;535;1.3.9.2.2.5;6;TRATAMENTO ANTICORROSIVO;;100;100
13898;536;1.3.9.2.2.6;6;DESMONTAGEM DE ANDAIME;;100;100
13899;537;1.3.9.2.2.7;6;RETIRADA DE BLOQUEIO;;100;100
14163;538;1.3.9.3;4;Manutenção PQ - Briquetagem;S;100;100
692;539;1.3.9.4;4;Briquetagem Disponível para Manutenção;N;100;100
13080;540;1.3.9.5;4;Peneira de Rolos Disponível para Manutenção;N;100;100
691;541;1.3.10;3;Manutenção da Briquetagem Concluída;;100;0
690;542;1.3.11;3;Forno;;99,99;97,19
13134;543;1.3.11.1;4;Manutenção do Meio do Forno;S;100;99,63
13135;544;1.3.11.1.1;5;Substituição dos Trilhos Retos superiores;;100;99,35
13136;545;1.3.11.1.1.1;6;Instalar Iluminação ao Longo do Forno (Ambos os Lados da Grelha);;100;100
13137;546;1.3.11.1.1.2;6;Instalar Andaime de proteção na longitudinal do forno do lado esquerdo e direito da coluna A3 ate U1 ate para Vedação do piso;;100;100
13138;547;1.3.11.1.1.3;6;Desmontagem dos Trilhos Retos Superiores;;100;100
13139;548;1.3.11.1.1.3.1;7;Desmontagem LD e LE - Do trilho de dilatação coluna L1 até A3 (01 Trilho LD e 01 Trilho LE);;99,78;99,78
13140;549;1.3.11.1.1.3.1.1;8;Cortar Parafusos de Fixação dos Trilhos (Obs.: Guardar Castanhas de Fixação dos Trilhos);;100;100
13141;550;1.3.11.1.1.3.1.2;8;Cortar e Sucatear os Trilhos Retirados;;100;100
13142;551;1.3.11.1.1.3.1.3;8;Esmerilhar / Limpar Vigas de Apoio para Receber o Trilho Novo;;100;100
13143;552;1.3.11.1.1.3.2;7;Desmontagem LD e LE - Do trilho de dilatação coluna L1 até L25 ( 12 Trilhos LD e 12 Trilhos LE);;100;100
13144;553;1.3.11.1.1.3.2.1;8;Cortar Parafusos de Fixação dos Trilhos (Obs.: Guardar Castanhas de Fixação dos Trilhos);;100;100
13145;554;1.3.11.1.1.3.2.2;8;Cortar e Sucatear os Trilhos;;100;100
13146;555;1.3.11.1.1.3.2.3;8;Esmerilhar / Limpar Vigas de Apoio para Receber o Trilho Novo;;100;100
13147;556;1.3.11.1.1.3.3;7;Desmontagem LD e LE - Do trilho de dilatação coluna L25 até U2  (02 Trilhos LD e 02 Trilhos LE);;100,11;100,11
13148;557;1.3.11.1.1.3.3.1;8;Cortar Parafusos de Fixação dos Trilhos (Obs.: Guardar Castanhas de Fixação dos Trilhos);;100;100
13149;558;1.3.11.1.1.3.3.2;8;Cortar e Sucatear os Trilhos;;100;100
13150;559;1.3.11.1.1.3.3.3;8;Esmerilhar / Limpar Vigas de Apoio para Receber o Trilho Novo;;100;100
13151;560;1.3.11.1.1.4;6;Montagem dos Trilhos Retos Superiores;;100;100
13152;561;1.3.11.1.1.4.1;7;Montagem LD e LE  - Do trilho de dilatação coluna L1 até A3 (01 Trilho LD e 01 Trilho LE);;100;100
13153;562;1.3.11.1.1.4.1.1;8;Pré Montar e Alinhar Trilho no Centro da Viga Deixando Folga de 3 mm nas Dilatações;;100;100
13154;563;1.3.11.1.1.4.1.2;8;Montar Todos os Parafusos e fazer Torquear (duas vezes para cada trilho);;100;100
13155;564;1.3.11.1.1.4.1.3;8;Alinhamento e nivelamento secagem;;100;100
13156;565;1.3.11.1.1.4.2;7;Montagem LD e LE - Do trilho de dilatação coluna L1 até L25 ( 12 Trilhos LD e 12 Trilhos LE);;100;100
13157;566;1.3.11.1.1.4.2.1;8;Pré Montar e Alinhar Trilho no Centro da Viga Deixando Folga de 3 mm nas Dilatações;;100;100
13158;567;1.3.11.1.1.4.2.2;8;Montar Todos os Parafusos e fazer Torquear (duas vezes para cada trilho);;100;100
13159;568;1.3.11.1.1.4.2.3;8;Alinhamento e nivelamento queima;;100;100
13160;569;1.3.11.1.1.4.3;7;Montagem LD e LE- Do trilho de dilatação coluna L25 até U2  (02 Trilhos LD e 02 Trilhos LE);;100;100
13161;570;1.3.11.1.1.4.3.1;8;Pré Montar e Alinhar Trilho no Centro da Viga Deixando Folga de 3 mm nas Dilatações;;100;100
13162;571;1.3.11.1.1.4.3.2;8;Montar Todos os Parafusos e fazer Torquear (duas vezes para cada trilho);;100;100
13163;572;1.3.11.1.1.4.3.3;8;Alinhamento e nivelamento resfriamento;;100;100
13164;573;1.3.11.1.1.5;6;Correção de Alinhamento e Nivelamento dos Trilhos;;100;97,69
13165;574;1.3.11.1.1.5.1;7;Região da Secagem - LD e LE  - Da coluna L1 até A3 (01 Trilho LD e 01 Trilho LE);;100;50
13166;575;1.3.11.1.1.5.1.1;8;Correção mecanica  do alinhamento e nivelamento;;100;100
13167;576;1.3.11.1.1.5.1.2;8;Verificação final da topografia;;100;0
13168;577;1.3.11.1.1.5.2;7;Região da Queima - LD e LE - Da coluna L1 até L25 ( 12 Trilhos LD e 12 Trilhos LE);;99,99;99,99
13169;578;1.3.11.1.1.5.2.1;8;Correção mecanica  do alinhamento e nivelamento;;100;100
13170;579;1.3.11.1.1.5.2.2;8;Verificação final da topografia;;100;100
13171;580;1.3.11.1.1.5.3;7;Região do Resfriamento  - LD e LE - Da coluna L25 até U2  (02 Trilhos LD e 02 Trilhos LE);;100;100
13172;581;1.3.11.1.1.5.3.1;8;Correção mecanica  do alinhamento e nivelamento;;100;100
13173;582;1.3.11.1.1.5.3.2;8;Verificação final da topografia;;100;100
13174;583;1.3.11.1.2;5;Substituição da Selagem Inferior;;99,99;99,99
13175;584;1.3.11.1.2.1;6;Desmontagem e Montagem LD e LE - Da coluna L1 até A3;;99,89;99,89
13176;585;1.3.11.1.2.1.1;7;Desmontar Tubulação de Lubrificação Preservando Niples e Conexções Existentes;;100;100
13177;586;1.3.11.1.2.1.2;7;Desmontar Selagens;;100;100
13178;587;1.3.11.1.2.1.3;7;Esmerilhar / Limpar Vigas de Apoio;;100;100
13179;588;1.3.11.1.2.1.4;7;Montar Selagem com a Tubulação de Lubrificação e Torquear Selagem Inferior Nova (Verificar Alinhamento a cada 6 Metros);;100;100
13180;589;1.3.11.1.2.1.5;7;Montar Tubo de Lubrificação;;100;100
13181;590;1.3.11.1.2.2;6;Desmontagem e Montagem LD e LE - Da coluna L1 até L25;;100,02;100,02
13182;591;1.3.11.1.2.2.1;7;Desmontar Tubulação de Lubrificação Preservando Niples e Conexções Existentes;;100;100
13183;592;1.3.11.1.2.2.2;7;Desmontar Selagens;;100;100
13184;593;1.3.11.1.2.2.3;7;Esmerilhar / Limpar Vigas de Apoio;;100;100
13185;594;1.3.11.1.2.2.4;7;Montar Selagem com a Tubulação de Lubrificação e Torquear Selagem Inferior Nova (Verificar Alinhamento a cada 6 Metros);;100;100
13186;595;1.3.11.1.2.2.5;7;Montar Tubo de Lubrificação;;100;100
13187;596;1.3.11.1.2.3;6;Desmontagem e Montagem LD e LE - Da coluna L25 até U2;;100;100
13188;597;1.3.11.1.2.3.1;7;Desmontar Tubulação de Lubrificação Preservando Niples e Conexções Existentes;;100;100
13189;598;1.3.11.1.2.3.2;7;Desmontar Selagens;;100;100
13190;599;1.3.11.1.2.3.3;7;Esmerilhar / Limpar Vigas de Apoio;;100;100
13191;600;1.3.11.1.2.3.4;7;Montar Selagem com a Tubulação de Lubrificação e Torquear Selagem Inferior Nova (Verificar Alinhamento a cada 6 Metros);;100;100
13192;601;1.3.11.1.2.3.5;7;Montar Tubo de Lubrificação;;100;100
13193;602;1.3.11.1.3;5;Substituição dos Trilhos Retos Inferiores;;100;99,42
13194;603;1.3.11.1.3.1;6;Instalar Iluminação ao Longo do Forno (Ambos os Lados da Grelha);;100;100
13195;604;1.3.11.1.3.2;6;Instalar Andaime de proteção na longitudinal do forno do lado esquerdo e direito da coluna A3 ate U1 ate para Vedação do piso;;100;100
13196;605;1.3.11.1.3.3;6;Desmontagem dos Trilhos Retos Inferiores;;99,99;99,99
13197;606;1.3.11.1.3.3.1;7;Desmontagem LD e LE - Do trilho de dilatação coluna L25 até U2  (02 Trilhos LD e 02 Trilhos LE);;100;100
13198;607;1.3.11.1.3.3.1.1;8;Cortar Parafusos de Fixação dos Trilhos (Obs.: Guardar Castanhas de Fixação dos Trilhos);;100;100
13199;608;1.3.11.1.3.3.1.2;8;Cortar e Sucatear os Trilhos;;100;100
13200;609;1.3.11.1.3.3.1.3;8;Esmerilhar / Limpar Vigas de Apoio para Receber o Trilho Novo;;100;100
13201;610;1.3.11.1.3.3.2;7;Desmontagem LD e LE - Do trilho de dilatação coluna L25 até L1 ( 12 Trilhos LD e 12 Trilhos LE);;99,99;99,99
13202;611;1.3.11.1.3.3.2.1;8;Cortar Parafusos de Fixação dos Trilhos (Obs.: Guardar Castanhas de Fixação dos Trilhos);;100;100
13203;612;1.3.11.1.3.3.2.2;8;Cortar e Sucatear os Trilhos;;100;100
13204;613;1.3.11.1.3.3.2.3;8;Esmerilhar / Limpar Vigas de Apoio para Receber o Trilho Novo;;100;100
13205;614;1.3.11.1.3.3.3;7;Desmontagem LD e LE - Do trilho de dilatação coluna L1 até A3 (01 Trilho LD e 01 Trilho LE);;100;100
13206;615;1.3.11.1.3.3.3.1;8;Cortar Parafusos de Fixação dos Trilhos (Obs.: Guardar Castanhas de Fixação dos Trilhos);;100;100
13207;616;1.3.11.1.3.3.3.2;8;Cortar e Sucatear os Trilhos Retirados;;100;100
13208;617;1.3.11.1.3.3.3.3;8;Esmerilhar / Limpar Vigas de Apoio para Receber o Trilho Novo;;100;100
